business_id,county,sector,business_age_months,employees,monthly_revenue_kes,monthly_expenses_kes,total_assets_kes,total_liabilities_kes,loan_amount_kes,mpesa_volume_kes,expense_ratio,debt_to_asset_ratio,age_risk_factor,mpesa_dependency,distress_label
MSME_02208,Meru,Food Services,96,1,27918.87,29547.51,693234.16,246516.86,17356.78,18482.41,1.0582968330439935,0.3556035155516347,0.010309278350515464,0.6619805178175973,1
MSME_02209,Kakamega,Services,100,10,275158.79,217734.61,627102.82,543670.4,25142.5,140136.54,0.79130242830902,0.8669543744766218,0.009900990099009901,0.5092914920454039,1
MSME_02210,Nairobi,Agriculture,114,2,93894.77,58105.84,1807945.47,1066505.32,0.0,48772.03,0.6188334149664036,0.5898987263710302,0.008695652173913044,0.5194273394850482,1
MSME_02211,Nyeri,Transport,68,1,288129.53,216343.27,1512849.3,157312.59,292636.49,238761.29,0.7508516018764133,0.1039842408730064,0.014492753623188406,0.8286566855653928,0
MSME_02212,Meru,Transport,91,10,48303.63,55282.06,999029.46,544337.0,17908.9,30062.21,1.1444464019287592,0.5448652686725889,0.010869565217391304,0.622346346509641,1
MSME_02213,Kakamega,Construction,64,2,52802.4,51332.79,101515.89,39702.08,0.0,33709.73,0.9721493312930607,0.3910884188828086,0.015384615384615385,0.6384007469215998,1
MSME_02214,Mombasa,Construction,17,1,171392.63,187755.51,35675.72,4484.07,16234.06,133713.69,1.095463757900454,0.12568616173235655,0.05555555555555555,0.7801555402029818,0
MSME_02215,Nakuru,Manufacturing,12,3,44513.15,45678.32,2179789.3,970529.01,112229.52,37109.69,1.0261528075903954,0.44523962236183917,0.07692307692307693,0.8336605326620862,1
MSME_02216,Eldoret,Food Services,22,3,101226.8,90784.04,1786487.49,1284222.23,83831.75,76071.73,0.8968291319183069,0.718852787011239,0.043478260869565216,0.7514904996453543,1
MSME_02217,Eldoret,Manufacturing,17,5,39732.57,27088.83,220361.26,110848.67,10105.68,32495.98,0.6817617948752152,0.5030292845970993,0.05555555555555555,0.8178469742336266,0
MSME_02218,Nyeri,Manufacturing,10,1,90095.93,71333.85,1106613.34,676768.5,0.0,83201.23,0.7917456232970426,0.6115667179949972,0.09090909090909091,0.923463540877586,1
MSME_02219,Kakamega,Food Services,118,2,129074.59,118885.07,567430.64,347150.19,6550.28,114149.95,0.9210499831920196,0.6117920918192014,0.008403361344537815,0.8843651227935506,1
MSME_02220,Machakos,Food Services,65,1,135301.1,145969.29,2686608.06,1710873.5,0.0,82312.0,1.0788397962781067,0.636815205261014,0.015151515151515152,0.6083571504063868,1
MSME_02221,Meru,Agriculture,22,1,92526.72,69188.82,806373.2,330675.07,0.0,84019.47,0.7477631568139798,0.41007645085867084,0.043478260869565216,0.908046475153608,0
MSME_02222,Eldoret,Food Services,90,10,185971.79,123982.7,2148903.52,850974.11,36355.94,117863.14,0.6666711834564615,0.39600368563606536,0.01098901098901099,0.6337655094597441,0
MSME_02223,Mombasa,Food Services,82,5,154476.78,140165.71,349312.17,36212.36,120333.22,123158.89,0.9073519181852561,0.1036673195001494,0.012048192771084338,0.7972595799861961,0
MSME_02224,Mombasa,Construction,50,2,121860.64,84946.09,1026872.39,229380.67,0.0,108897.39,0.6970699721421769,0.22337775253870393,0.0196078431372549,0.8936150046889243,0
MSME_02225,Eldoret,Manufacturing,14,3,71264.21,66681.85,444536.13,382589.21,0.0,55625.33,0.9356858697252137,0.8606462411812486,0.06666666666666667,0.7805397612664019,1
MSME_02226,Eldoret,Transport,64,1,387799.51,288886.12,347267.61,268761.99,27165.83,334588.86,0.7449348635462083,0.7739311364767464,0.015384615384615385,0.8627860236697471,1
MSME_02227,Eldoret,Retail,47,15,196081.8,142557.28,44540.58,14256.85,10592.78,179867.05,0.7270259298622828,0.32007957508467366,0.020833333333333332,0.9173015175221896,0
MSME_02228,Thika,Services,29,1,47282.29,38750.17,2209278.23,930003.53,21885.73,44214.69,0.8195320164903922,0.4209533667684008,0.03333333333333333,0.9351018086939382,0
MSME_02229,Machakos,Services,76,1,254965.59,236163.27,5954348.41,5072730.07,0.0,174596.57,0.9262518277394697,0.8519369154723488,0.012987012987012988,0.6847821512614654,1
MSME_02230,Eldoret,Transport,36,2,319813.61,287808.17,137916.83,41424.09,112226.8,302782.16,0.899921895375574,0.3003534060824478,0.02702702702702703,0.9467427394889808,1
MSME_02231,Kisumu,Food Services,99,3,122815.1,90220.46,1676660.36,881967.57,0.0,76422.5,0.7345979883744884,0.5260260605039528,0.01,0.6222514800583963,0
MSME_02232,Meru,Services,52,3,131257.02,143085.14,1594870.2,187658.53,0.0,92927.86,1.0901058845775673,0.11766375240834495,0.018867924528301886,0.7079785296167046,0
MSME_02233,Nakuru,Services,76,1,17002.73,11229.2,393360.49,234359.41,37328.3,14321.7,0.6603962777578802,0.5957863592595198,0.012987012987012988,0.842268137638036,0
MSME_02234,Machakos,Retail,7,2,57328.83,35641.74,301045.85,254100.42,15093.47,53692.41,0.6216962443460934,0.8440560663564493,0.125,0.9365527509849585,0
MSME_02235,Meru,Food Services,29,2,309803.78,288578.64,3007457.18,2429407.99,40793.04,162282.54,0.931485434149854,0.8077944378930649,0.03333333333333333,0.523821937156683,1
MSME_02236,Nyeri,Services,11,1,60923.65,40689.32,2650166.4,1329258.21,6221.32,56387.2,0.667863007830164,0.5015751872881691,0.08333333333333333,0.925523577074304,0
MSME_02237,Kisumu,Construction,33,10,113568.12,99677.6,1253923.38,777073.34,31498.53,107822.02,0.877682243201321,0.6197130803055285,0.029411764705882353,0.9493955751352129,1
MSME_02238,Kakamega,Agriculture,6,1,56465.2,63437.26,390833.38,217240.26,279065.32,51344.41,1.1234554476837473,0.5558371297837207,0.14285714285714285,0.9092945868501866,1
MSME_02239,Thika,Services,111,2,167848.25,165199.46,2696179.95,414077.69,21445.38,92110.57,0.9842132747093001,0.15357933969528267,0.008928571428571428,0.5487696251249261,0
MSME_02240,Nyeri,Food Services,79,3,197549.12,185617.37,267292.28,60669.68,139445.39,173510.38,0.9395963414246471,0.2269779472196233,0.0125,0.8783106788292511,1
MSME_02241,Nyeri,Retail,32,1,202901.24,185886.53,4011856.07,3494542.68,0.0,159864.43,0.91613838270095,0.871053634021912,0.030303030303030304,0.7878889360708882,1
MSME_02242,Machakos,Construction,51,3,42643.88,29797.27,5171372.41,1576104.81,203901.26,21504.75,0.6987303047868818,0.30477489924673606,0.019230769230769232,0.5042750735844491,0
MSME_02243,Kakamega,Agriculture,75,10,148256.94,124232.84,3010979.74,1227153.01,851.12,139801.74,0.8379506689489952,0.4075592359983013,0.013157894736842105,0.9429629198948805,0
MSME_02244,Eldoret,Digital Commerce,58,1,644718.95,508288.64,1100604.14,558177.38,0.0,366029.95,0.7883867096093429,0.507154982031067,0.01694915254237288,0.5677347971006637,1
MSME_02245,Eldoret,Construction,87,15,281669.24,316649.99,34307.84,30304.31,73545.57,191132.19,1.124186886055126,0.8832799360164904,0.011363636363636364,0.6785672139165289,1
MSME_02246,Mombasa,Retail,26,3,146287.81,107269.36,584354.49,380996.09,0.0,75136.73,0.7332711230612923,0.6519936862405452,0.037037037037037035,0.5136191209703599,0
MSME_02247,Mombasa,Agriculture,98,1,19322.5,16604.48,6063853.45,3660619.76,0.0,12352.56,0.8592894661940125,0.603678698125744,0.010101010101010102,0.6392506533495484,1
MSME_02248,Nakuru,Manufacturing,46,2,103843.84,115883.87,2245565.1,1166615.93,83758.66,78479.63,1.1159328667654551,0.519519746045329,0.02127659574468085,0.7557393318724359,1
MSME_02249,Nyeri,Digital Commerce,98,2,691325.18,714864.36,1229818.12,812343.49,0.0,635247.58,1.0340478643525404,0.6605389986130643,0.010101010101010102,0.918882574358749,1
MSME_02250,Machakos,Digital Commerce,29,5,498125.25,563122.32,322218.79,203388.6,0.0,471059.13,1.130481117989666,0.631210764552978,0.03333333333333333,0.9456621288277821,1
MSME_02251,Kisumu,Retail,4,5,211381.18,197552.97,2493722.37,2050519.86,3701.64,145961.08,0.9345772193285168,0.8222723838049446,0.2,0.6905079699717355,1
MSME_02252,Nairobi,Manufacturing,81,10,64904.33,50857.91,110463.33,58928.68,181168.49,44958.11,0.7835706250935016,0.5334634266102007,0.012195121951219513,0.6926720810139938,1
MSME_02253,Nakuru,Construction,99,50,140403.96,148078.07,594215.23,259792.13,17522.6,80332.76,1.05464984997681,0.4372013366245483,0.01,0.5721504425484684,1
MSME_02254,Thika,Digital Commerce,13,5,288797.44,219572.97,5884636.12,4388347.47,23853.74,209164.87,0.7602983243261286,0.7457294953813566,0.07142857142857142,0.7242590022300675,0
MSME_02255,Thika,Digital Commerce,105,3,341307.53,235715.53,277827.5,205544.19,107653.34,315039.29,0.6906230266205183,0.7398239921390354,0.009433962264150943,0.9230337431062738,1
MSME_02256,Meru,Services,39,2,182156.28,180053.99,1515153.33,357377.93,35493.92,104635.72,0.9884534397966416,0.23586899560257996,0.025,0.5744251341478089,1
MSME_02257,Nyeri,Digital Commerce,15,2,313338.6,298118.37,88561.38,25632.64,9056.85,194242.66,0.9514225779314202,0.28943034277082436,0.0625,0.6199109847590283,0
MSME_02258,Meru,Manufacturing,119,1,125656.52,136139.03,333486.28,289102.79,4679.83,113228.22,1.0834133126294392,0.8669079972105681,0.008333333333333333,0.901085903971366,1
MSME_02259,Kakamega,Food Services,29,5,120221.76,135737.41,904697.02,411897.36,0.0,94000.65,1.1290491916838377,0.4552871244263362,0.03333333333333333,0.7818873065299782,1
MSME_02260,Eldoret,Transport,29,2,84211.35,90228.98,1114976.67,575025.31,0.0,54630.28,1.0714459339989917,0.5157280952541409,0.03333333333333333,0.6487205261461055,1
MSME_02261,Eldoret,Agriculture,75,1,203727.14,128961.72,8718291.61,3035082.29,94415.9,176373.76,0.6330088715284987,0.3481280596752075,0.013157894736842105,0.8657309687311728,0
MSME_02262,Eldoret,Services,116,1,362340.72,349833.58,398371.0,193152.9,0.0,198937.33,0.9654797134594384,0.4848556123422329,0.008547008547008548,0.549032360943697,1
MSME_02263,Eldoret,Retail,32,2,270612.68,279164.81,1488565.72,1034084.7,0.0,239832.68,1.0315990307659244,0.6946848173523589,0.030303030303030304,0.8862548264374513,1
MSME_02264,Nakuru,Construction,2,3,39417.44,44938.28,1439288.1,699315.66,7451.42,28896.95,1.1400319241451462,0.48587574240644216,0.3333333333333333,0.7330820296287727,1
MSME_02265,Thika,Manufacturing,47,2,41586.28,33521.19,359827.78,126597.4,126700.68,34958.28,0.8060443000840642,0.3518267771688523,0.020833333333333332,0.8406002989375597,0
MSME_02266,Nairobi,Construction,78,3,401771.94,278602.67,2297050.0,406120.29,0.0,294609.81,0.6934331366368277,0.176800728412212,0.012658227848101266,0.7332743962298706,0
MSME_02267,Mombasa,Digital Commerce,84,2,158986.22,169974.26,1626281.61,1370319.87,173066.3,97112.41,1.0691064350958523,0.8426086964060939,0.011764705882352941,0.6108189702291794,1
MSME_02268,Meru,Food Services,22,3,165321.63,128059.24,525355.05,418879.38,0.0,130336.58,0.7746020009480856,0.797324747663989,0.043478260869565216,0.7883771265918041,0
MSME_02269,Thika,Services,75,1,161638.01,150163.5,921393.91,675466.46,54947.43,92078.06,0.9290053187036965,0.7330911563208006,0.013157894736842105,0.569652461989219,0
MSME_02270,Thika,Services,27,1,768072.57,625550.65,230616.95,151113.32,10361.77,463487.01,0.8144410567336668,0.6552539383859756,0.03571428571428571,0.603440904756038,1
MSME_02271,Kakamega,Retail,67,3,85281.7,70040.11,252027.95,129141.11,0.0,63722.19,0.8212698472257562,0.5124058565494162,0.014705882352941176,0.7471877649277052,0
MSME_02272,Nakuru,Construction,81,2,407026.73,408188.98,710789.47,581367.1,80047.53,274943.55,1.0028529997206823,0.8179162841054973,0.012195121951219513,0.6754909548791675,1
MSME_02273,Eldoret,Food Services,108,1,168317.44,134453.88,1788645.26,1311723.05,105762.82,140602.46,0.798806595403332,0.7333607987976337,0.009174311926605505,0.8353360451772247,1
MSME_02274,Meru,Retail,56,2,26889.39,26383.64,488838.87,368002.14,0.0,20506.05,0.9811549776704614,0.752807130891349,0.017543859649122806,0.7625791221324792,1
MSME_02275,Mombasa,Food Services,92,1,58404.47,35502.95,348102.08,121014.34,0.0,39224.49,0.6078702902313773,0.3476393831390403,0.010752688172043012,0.671589322027543,0
MSME_02276,Kisumu,Food Services,93,2,72618.1,56537.26,553011.54,242643.0,0.0,46985.98,0.778545313836167,0.4387658189450821,0.010638297872340425,0.6470195857563643,1
MSME_02277,Kakamega,Transport,21,2,397562.73,308299.65,1971569.1,1311964.51,65787.33,362163.45,0.7754722745960756,0.6654414722560461,0.045454545454545456,0.9109569678300383,1
MSME_02278,Machakos,Manufacturing,47,3,454656.65,460048.61,144033.02,57159.48,0.0,235529.06,1.0118571852909546,0.396847078211106,0.020833333333333332,0.518036065158037,1
MSME_02279,Meru,Agriculture,80,10,189824.24,146735.36,2050550.45,1015391.0,0.0,153940.62,0.7730023678621452,0.4951794796468043,0.012345679012345678,0.8109597016708632,0
MSME_02280,Eldoret,Agriculture,101,1,79001.86,74919.83,1348320.37,832197.32,3517.49,53433.25,0.9483179469705274,0.6172099163569587,0.00980392156862745,0.6763457677354971,1
MSME_02281,Kisumu,Retail,59,25,53584.7,52442.73,143216.07,64476.84,0.0,35891.62,0.9786702422474653,0.450203596540552,0.016666666666666666,0.6697984723536318,0
MSME_02282,Nairobi,Retail,84,2,415642.59,399903.89,550000.57,403937.85,0.0,329747.78,0.962131738877532,0.7344303580806142,0.011764705882352941,0.7933426328071125,1
MSME_02283,Mombasa,Construction,6,3,36880.85,34366.0,1564827.26,302047.76,35669.57,32555.06,0.931786230896769,0.1930229455339719,0.14285714285714285,0.8826851147651217,0
MSME_02284,Nakuru,Construction,19,3,120103.57,99384.42,73678.04,49691.8,0.0,99203.81,0.8274824180295554,0.6744360404261511,0.05,0.8259786451090079,1
MSME_02285,Nakuru,Transport,57,3,1417593.41,1141613.12,210578.5,45520.34,71386.43,1136272.1,0.8053171710799848,0.2161670058101572,0.017241379310344827,0.8015495066744798,0
MSME_02286,Eldoret,Retail,69,2,79238.12,72147.99,117301.81,99738.41,6283.51,57312.23,0.9105097330712407,0.8502644565803668,0.014285714285714285,0.7232820101990028,1
MSME_02287,Meru,Agriculture,3,2,37357.98,23723.69,364551.41,128041.44,271669.57,26566.39,0.6350197462564555,0.3512291689417168,0.25,0.7111112241287101,1
MSME_02288,Mombasa,Manufacturing,1,1,22800.6,24663.43,2533920.53,1865841.96,29920.58,16127.36,1.0816534804575118,0.7363455963058178,0.5,0.7072907164409515,1
MSME_02289,Mombasa,Transport,58,1,1474757.94,1554281.8,1901050.89,983097.26,17752.78,833903.88,1.05392261599038,0.5171333119160677,0.01694915254237288,0.5654509746521693,1
MSME_02290,Eldoret,Digital Commerce,38,2,188834.66,149275.99,397723.02,68754.24,73157.53,141961.43,0.7905074179315495,0.17286921720242093,0.02564102564102564,0.7517723612160965,0
MSME_02291,Mombasa,Retail,15,2,55877.91,50946.71,2507330.37,1419323.21,0.0,35871.32,0.9117341408413299,0.5660692587274573,0.0625,0.6419473822950376,1
MSME_02292,Kakamega,Digital Commerce,34,2,110289.43,122721.83,1616997.77,1341691.27,0.0,85827.52,1.1127151285927528,0.8297416763031923,0.02857142857142857,0.7781955333749266,1
MSME_02293,Eldoret,Digital Commerce,61,1,68668.38,51460.1,3369096.07,760699.86,14012.28,50845.56,0.7493893202472484,0.2257874570529961,0.016129032258064516,0.7404400622227839,0
MSME_02294,Eldoret,Services,35,5,20670.11,20842.71,655887.73,234181.8,0.0,19077.81,1.0083014409966373,0.3570450128027051,0.027777777777777776,0.9229214106063971,1
MSME_02295,Nyeri,Transport,64,10,293055.54,189168.08,1392891.72,628649.55,52522.86,203884.18,0.645500284689091,0.4513266104226606,0.015384615384615385,0.6957161918311053,0
MSME_02296,Nakuru,Services,113,25,137835.03,122377.48,41707226.84,13348083.09,128080.72,110127.26,0.8878482643471377,0.32004244303185986,0.008771929824561403,0.7989729535884049,0
MSME_02297,Mombasa,Transport,25,2,269677.96,292919.62,503083.73,430148.45,0.0,206778.58,1.0861789885276922,0.8550218767323747,0.038461538461538464,0.7667582966057122,1
MSME_02298,Machakos,Transport,24,5,134128.09,121176.7,674698.73,271229.03,8428.56,108372.5,0.9034334013598393,0.40199961247946553,0.04,0.8079716338938854,0
MSME_02299,Nairobi,Retail,12,10,151940.65,142663.01,602785.97,377615.06,19513.64,94224.28,0.9389328732444331,0.6264486108583269,0.07692307692307693,0.620134637211061,1
MSME_02300,Kakamega,Food Services,18,2,14259.49,15674.05,654348.75,182650.6,0.0,8780.45,1.099124223641684,0.27913298660234837,0.05263157894736842,0.6157186744635003,1
MSME_02301,Nairobi,Retail,15,2,330330.11,328165.9,1425058.43,392980.88,6567.71,248360.37,0.9934453342889806,0.27576455530700217,0.0625,0.7518528000587048,1
MSME_02302,Nyeri,Retail,108,25,44877.43,44102.32,782094.14,188234.0,0.0,39585.38,0.9827063914669029,0.24067915829268546,0.009174311926605505,0.8820580399091501,0
MSME_02303,Nakuru,Construction,80,2,57983.65,53490.57,141801.08,63505.59,199689.72,47778.75,0.9224953500624734,0.44784667474553264,0.012345679012345678,0.8239896248403672,1
MSME_02304,Kisumu,Retail,27,2,78600.06,74524.15,745386.87,392287.09,68570.92,56593.66,0.9481316155278312,0.526285851686854,0.03571428571428571,0.7200114095153425,1
MSME_02305,Nairobi,Retail,72,1,17005.91,17720.8,387871.19,42122.24,132774.54,10455.11,1.0419764672124447,0.10859824727315459,0.0136986301369863,0.6147565901154296,0
MSME_02306,Machakos,Retail,60,1,74417.28,84729.89,91654.14,70238.12,0.0,62637.49,1.1385628638554937,0.7663303989279815,0.01639344262295082,0.8416949437691922,1
MSME_02307,Machakos,Transport,46,10,69412.06,72010.08,2882125.72,1470469.52,0.0,63637.73,1.037413996732027,0.5102029379193986,0.02127659574468085,0.9167976458608799,1
MSME_02308,Nakuru,Digital Commerce,89,3,91323.78,90332.48,385294.16,86987.07,6365.85,54416.11,0.9891343838988716,0.22576735716067653,0.011111111111111112,0.5958526261984973,0
MSME_02309,Mombasa,Transport,17,2,24314.31,16401.21,1155495.44,177755.24,28077.04,20900.39,0.6745219370018313,0.1538345198190312,0.05555555555555555,0.859556797754172,0
MSME_02310,Nakuru,Retail,93,1,336956.42,353600.12,16567.73,2494.43,25441.05,194626.19,1.0493911070425457,0.15055046464031943,0.010638297872340425,0.5775987660399347,0
MSME_02311,Nyeri,Services,53,3,198403.2,199354.92,1327365.11,406326.09,25821.27,179624.8,1.0047918340438358,0.30611455794965264,0.018518518518518517,0.9053477698556783,1
MSME_02312,Nakuru,Construction,8,3,56159.99,57493.1,500770.65,250101.75,8049.68,44305.88,1.023719489275385,0.49943272547477474,0.1111111111111111,0.7889084576322462,1
MSME_02313,Kisumu,Manufacturing,79,1,74492.49,54163.72,112891.48,88980.12,0.0,43313.99,0.7270933339275687,0.7881846514488831,0.0125,0.5814466472170923,0
MSME_02314,Kakamega,Services,27,10,308090.34,337942.46,376132.54,309321.0,8353.65,159072.21,1.0968904870873684,0.8223701614059731,0.03571428571428571,0.5163150966852881,1
MSME_02315,Nairobi,Services,46,1,103004.19,67313.73,320106.35,245157.4,7340.58,83698.87,0.6534984305159769,0.7658599529189193,0.02127659574468085,0.8125694443163495,1
MSME_02316,Meru,Services,50,2,38540.47,28500.16,1795529.41,651509.24,0.0,29781.99,0.7394673840930301,0.3628505740540479,0.0196078431372549,0.772725845692964,0
MSME_02317,Eldoret,Construction,116,3,122566.39,118235.25,813021.0,280692.41,14904.38,95000.35,0.9646550358949473,0.3452457744070886,0.008547008547008548,0.7750866686481617,1
MSME_02318,Mombasa,Manufacturing,71,1,44898.38,43575.81,117361.35,104447.69,43306.06,32192.94,0.9705214192267243,0.8899590882425241,0.013888888888888888,0.7170018828767791,1
MSME_02319,Thika,Food Services,3,10,65652.23,50705.09,1234534.64,796305.09,0.0,50978.92,0.7723167618714266,0.6450239784085942,0.25,0.7764876153084929,1
MSME_02320,Mombasa,Manufacturing,93,5,126674.48,124880.25,60785.66,20907.93,0.0,113114.03,0.985828117643604,0.3439558942702231,0.010638297872340425,0.8929433699402599,1
MSME_02321,Thika,Agriculture,64,5,382778.38,311337.31,189077.4,68685.04,16259.21,355371.72,0.8133596694785388,0.3632622235009393,0.015384615384615385,0.9283982851949861,0
MSME_02322,Meru,Agriculture,44,1,1007844.8,604804.17,742354.71,332363.75,0.0,660167.15,0.6000959372951695,0.44771495055921373,0.022222222222222223,0.6550279318522734,0
MSME_02323,Mombasa,Manufacturing,53,1,520536.67,358875.35,344842.24,206024.4,16162.71,374548.2,0.6894320443705831,0.5974436384485889,0.018518518518518517,0.7195410084346058,0
MSME_02324,Nairobi,Retail,24,1,124013.26,134608.96,3048175.71,2494576.18,427084.27,77243.21,1.0854313044322483,0.8183830589008076,0.04,0.6228574842925323,1
MSME_02325,Nyeri,Manufacturing,60,2,1273589.44,920145.07,893755.13,231165.92,0.0,872680.56,0.7224811376567808,0.2586454092348435,0.01639344262295082,0.6852128695312758,0
MSME_02326,Machakos,Digital Commerce,3,5,232877.85,154188.58,1545952.41,258982.15,14322.29,199844.09,0.6620978246843798,0.16752260988253198,0.25,0.8581461562524891,0
MSME_02327,Mombasa,Agriculture,20,10,50026.67,48786.53,1623487.74,689335.65,0.0,34580.69,0.9751909293397034,0.42460143579437454,0.047619047619047616,0.6912312726137356,1
MSME_02328,Nakuru,Manufacturing,46,5,146466.18,123381.43,428583.27,127016.82,0.0,99046.02,0.8423827781759708,0.29636369995567036,0.02127659574468085,0.6762335425588176,1
MSME_02329,Machakos,Transport,15,15,69084.34,71718.18,203108.45,113908.53,0.0,60970.38,1.0381099666007287,0.5608233885720235,0.0625,0.8825371634560965,1
MSME_02330,Nakuru,Food Services,25,5,38257.47,41080.67,686982.8,452977.13,5086.05,19150.64,1.0737666717984278,0.6593709051072237,0.038461538461538464,0.500559483952181,1
MSME_02331,Meru,Transport,94,2,41182.81,43871.8,2065055.81,719855.25,0.0,36384.38,1.0652681235660326,0.3485885940348537,0.010526315789473684,0.8834631861403789,1
MSME_02332,Nairobi,Construction,78,1,115009.02,88804.8,551655.62,357672.01,0.0,66893.11,0.7721483745503218,0.6483598619735589,0.012658227848101266,0.5816285398437457,0
MSME_02333,Kakamega,Transport,71,3,283284.22,248737.78,1482357.96,555169.45,14847.78,176636.32,0.8780471497948252,0.37451755275253973,0.013888888888888888,0.6235281883043529,1
MSME_02334,Nyeri,Digital Commerce,17,1,387783.8,371333.22,705955.26,429202.8,25585.08,256993.66,0.957575490323499,0.6079736441461685,0.05555555555555555,0.6627223656007146,1
MSME_02335,Kisumu,Digital Commerce,108,1,38379.63,29824.45,113121.21,68602.2,0.0,34399.41,0.7770703607522857,0.6064432439924926,0.009174311926605505,0.8962700716481206,0
MSME_02336,Kakamega,Food Services,84,2,98394.61,61260.94,125278.87,40405.91,0.0,89431.52,0.6225983049447024,0.322525159069849,0.011764705882352941,0.9088974599578172,0
MSME_02337,Kisumu,Retail,100,10,216769.68,189156.56,4756240.93,2894544.55,91120.1,172880.4,0.8726113697664278,0.6085780733193276,0.009900990099009901,0.7975266765782162,1
MSME_02338,Nyeri,Food Services,9,1,155105.16,94156.6,179686.66,72730.71,314525.58,108224.52,0.6070461676054646,0.4047618517598816,0.1,0.6977448219980431,0
MSME_02339,Thika,Retail,38,5,266877.86,299665.16,339384.57,125288.55,1414.65,195423.32,1.1228508694918735,0.3691628668832325,0.02564102564102564,0.7322547765679156,1
MSME_02340,Kisumu,Services,48,10,86275.96,89569.63,2193709.4,727061.54,0.0,65671.6,1.0381639547800479,0.3314300465549145,0.02040816326530612,0.7611719281717854,1
MSME_02341,Mombasa,Digital Commerce,60,2,475877.26,335781.55,174372.06,65653.91,0.0,442230.77,0.7056038870109342,0.37651406702388546,0.01639344262295082,0.929293912270756,0
MSME_02342,Thika,Agriculture,63,1,132688.29,100599.55,321188.91,234273.88,24114.49,124212.86,0.7581587783007958,0.729393647515266,0.015625,0.9361182051693847,0
MSME_02343,Kakamega,Digital Commerce,86,1,284282.61,324241.72,565815.77,167562.41,58881.29,250538.21,1.140557206234999,0.2961425303813459,0.011494252873563218,0.8812967092967477,0
MSME_02344,Nyeri,Manufacturing,118,5,91055.66,73340.94,483710.22,312278.44,637059.59,69446.14,0.8054428967633999,0.645588580723846,0.008403361344537815,0.7626695290602576,0
MSME_02345,Meru,Digital Commerce,117,5,141264.73,145650.62,227606.05,186749.96,24665.06,95471.02,1.0310400123228753,0.8204928625892739,0.00847457627118644,0.6758257646776752,1
MSME_02346,Meru,Digital Commerce,117,15,27010.32,22843.94,578259.93,219937.2,42439.52,16304.13,0.8457172770527319,0.38034248656571,0.00847457627118644,0.6036036002683319,0
MSME_02347,Meru,Agriculture,2,3,57713.4,62056.49,1647718.28,203673.88,0.0,42737.07,1.0752340836948837,0.12360957504848763,0.3333333333333333,0.7404923208072856,1
MSME_02348,Kakamega,Agriculture,88,1,108286.56,106885.81,629396.72,75329.24,11391.17,70985.51,0.9870552997962093,0.1196846407387685,0.011235955056179775,0.6555278371772344,0
MSME_02349,Nairobi,Agriculture,72,1,147275.69,90221.17,330988.28,70037.88,0.0,78458.92,0.6125963993351562,0.21160165670622322,0.0136986301369863,0.532731418665099,0
MSME_02350,Nakuru,Digital Commerce,11,5,1945834.62,1482559.49,2270060.81,426852.87,15350.83,1389908.39,0.761914045956256,0.18803579185361477,0.08333333333333333,0.7142989755732808,0
MSME_02351,Nakuru,Manufacturing,64,1,90953.17,82485.05,5653301.74,3948651.49,20544.17,68850.53,0.9068858525123148,0.69846807637972,0.015384615384615385,0.7569804660962769,1
MSME_02352,Kakamega,Retail,77,2,33636.25,37315.91,2294829.4,770788.62,199956.83,26071.18,1.1093626857130117,0.33588042933368845,0.01282051282051282,0.7750687110272094,1
MSME_02353,Machakos,Food Services,81,2,731231.02,479772.7,189487.43,117862.66,0.0,389904.26,0.6561155513950278,0.6220045202759873,0.012195121951219513,0.5332155175589822,1
MSME_02354,Kisumu,Digital Commerce,72,1,391929.69,364745.21,195619.71,26206.07,70692.12,281170.2,0.9306370215611337,0.13396367899901807,0.0136986301369863,0.7173977623441533,0
MSME_02355,Nairobi,Retail,21,1,41918.72,32118.01,1232303.54,414783.79,0.0,33332.13,0.7661790202797155,0.33659195153172117,0.045454545454545456,0.7951419999942747,0
MSME_02356,Kisumu,Retail,18,2,212195.24,231108.26,895605.33,257322.63,0.0,197867.57,1.0891251418969536,0.2873166718238805,0.05263157894736842,0.9324744396978948,0
MSME_02357,Thika,Digital Commerce,94,1,307185.3,313588.05,167756.43,53934.43,3705.17,157054.82,1.020839959334124,0.3215024812909926,0.010526315789473684,0.5112689595857628,0
MSME_02358,Nyeri,Transport,64,1,156972.38,126101.64,1028611.84,259800.83,54810.12,126257.13,0.8033313673949047,0.2525739713690527,0.015384615384615385,0.8043219175123834,0
MSME_02359,Meru,Manufacturing,82,5,184576.99,127710.06,821299.19,488125.06,47836.46,97466.22,0.6919029728300758,0.5943320918993091,0.012048192771084338,0.5280489835218165,1
MSME_02360,Eldoret,Retail,110,10,70809.17,42933.29,4297320.04,2707905.93,32215.45,40465.99,0.6063153075328022,0.6301381499763397,0.009009009009009009,0.571471442590803,0
MSME_02361,Eldoret,Digital Commerce,111,1,220530.07,207656.4,432528.71,94625.34,0.0,127463.86,0.9416197001175389,0.21877188505732933,0.008928571428571428,0.5779859500069536,1
MSME_02362,Kisumu,Retail,95,5,81523.43,67123.79,3851306.3,2668634.79,0.0,52826.58,0.8233579799331316,0.6929166078230112,0.010416666666666666,0.6479846593223652,1
MSME_02363,Kisumu,Agriculture,38,2,9457.9,7312.05,4059218.39,1217913.2,0.0,8267.0,0.7730338622884269,0.30003630821245164,0.02564102564102564,0.8739916903656874,0
